Part_ID,Part_Type,Airline_Name,Flight_Number,Temperature (°C),Pressure (bar),Vibration (mm/s),Working_Hours,Maintenance_Required,Failure_Type,Last_Maintenance_Date,Remaining_Life (hours),Flight_Type
PART_00144,Turbine Blade,FlySwift,FN_4081,83.25,43.53,4.81,24083,False,Turbine Overheat,2024-02-22,4245,Cargo
PART_00179,Wheel Brake Assembly,AirJet Airways,FN_8061,83.21,189.53,0.35,46412,True,None,2024-07-25,3307,Short-Haul
PART_00160,Navigation Module,Sky High Airlines,FN_9535,99.95,48.02,4.9,17954,False,Turbine Overheat,2024-07-21,9590,Long-Haul
PART_00378,Control Valve,FlySwift,FN_9260,69.3,238.96,5.25,46406,False,Pressure Loss,2024-04-24,3910,Cargo
PART_00324,Fuel Line,FlySwift,FN_8065,113.08,245.46,1.71,31026,True,Valve Stuck,2024-05-01,2023,Cargo
PART_00498,Wheel Brake Assembly,FlySwift,FN_5623,66.65,120.15,5.81,6674,False,None,2024-08-20,5351,Commercial
PART_00019,Hydraulic Pump,Cloud Nine Aviation,FN_2448,53.44,76.77,6.17,12031,True,Oil Leakage,2024-10-01,1894,Private
PART_00309,Oil Pump,Sky High Airlines,FN_9374,78.08,152.43,2.34,17167,False,Seal Failure,2024-09-03,7672,Private
PART_00039,Oil Pump,FlySwift,FN_9254,61.62,58.96,6.01,30937,True,Turbine Overheat,2024-07-09,9839,Private
PART_00365,Fuel Line,AirJet Airways,FN_1250,117.77,85.15,9.87,22338,True,Fuel Leakage,2024-06-26,2899,Short-Haul
PART_00232,Control Valve,FlySwift,FN_6905,107.02,200.04,8.7,42532,False,None,2024-06-24,9027,Long-Haul
PART_00407,Actuator,Cloud Nine Aviation,FN_5977,57.63,208.03,7.38,49173,False,Oil Leakage,2024-07-08,9237,Commercial
PART_00123,Communication Module,Cloud Nine Aviation,FN_4113,82.72,128.49,4.35,36801,True,Fuel Leakage,2024-10-22,3932,Cargo
PART_00138,Fuel Line,Cloud Nine Aviation,FN_5331,56.43,86.1,6.07,3915,False,Pressure Loss,2024-02-23,9338,Cargo
PART_00097,Actuator,Global Wings,FN_5131,97.67,193.96,3.16,24025,False,None,2024-11-17,5659,Private
PART_00140,Hydraulic Pump,AirJet Airways,FN_6153,64.88,289.22,8.23,14471,False,Seal Failure,2024-10-06,8024,Private
PART_00025,Control Valve,Cloud Nine Aviation,FN_6773,84.7,201.83,9.0,40559,True,Seal Failure,2024-01-19,2481,Cargo
PART_00449,Control Valve,FlySwift,FN_1714,101.66,100.59,3.73,17124,True,Pressure Loss,2024-08-01,1235,Long-Haul
PART_00309,Turbine Blade,Cloud Nine Aviation,FN_9227,83.67,261.57,5.32,12638,True,Valve Stuck,2024-02-10,4911,Long-Haul
PART_00091,Communication Module,AirJet Airways,FN_3120,65.33,24.34,2.46,27864,False,Fuel Leakage,2024-09-22,4245,Commercial
PART_00061,Wheel Brake Assembly,Sky High Airlines,FN_9388,97.55,64.2,5.15,49735,False,Turbine Overheat,2024-12-11,9890,Short-Haul
PART_00209,Actuator,AirJet Airways,FN_2613,76.8,63.35,4.76,36259,True,Fuel Leakage,2024-06-21,9571,Private
PART_00229,Communication Module,Cloud Nine Aviation,FN_2499,96.63,155.22,4.28,6608,True,None,2024-04-19,2895,Commercial
PART_00010,Control Valve,Cloud Nine Aviation,FN_7177,103.02,18.98,8.54,48006,False,None,2024-02-20,4257,Commercial
PART_00059,Communication Module,AirJet Airways,FN_4910,105.26,298.11,5.13,33885,True,Seal Failure,2024-04-04,7271,Cargo
PART_00334,Navigation Module,FlySwift,FN_8539,110.99,17.37,2.49,28316,True,Oil Leakage,2024-12-12,1402,Cargo
PART_00068,Navigation Module,AirJet Airways,FN_6104,48.06,69.98,2.56,46894,False,Fuel Leakage,2024-06-09,2643,Cargo
PART_00254,Wheel Brake Assembly,Cloud Nine Aviation,FN_8019,81.53,258.72,4.35,17122,True,Oil Leakage,2024-11-26,9386,Long-Haul
PART_00035,Navigation Module,Sky High Airlines,FN_1856,50.21,152.72,9.29,40089,False,Fuel Leakage,2024-08-15,3261,Commercial
PART_00211,Navigation Module,Sky High Airlines,FN_7640,89.58,241.92,9.38,43471,False,Pressure Loss,2024-04-18,8031,Short-Haul
PART_00149,Control Valve,FlySwift,FN_2572,104.52,209.65,3.47,36936,True,Fuel Leakage,2024-10-10,3522,Short-Haul
PART_00171,Wheel Brake Assembly,AirJet Airways,FN_1636,82.26,243.97,6.8,8422,False,Turbine Overheat,2024-06-17,6417,Short-Haul
PART_00360,Wheel Brake Assembly,Sky High Airlines,FN_1334,62.05,264.61,3.5,28984,False,Turbine Overheat,2024-07-25,8576,Long-Haul
PART_00315,Hydraulic Pump,Global Wings,FN_1955,55.13,122.88,0.71,2129,True,Seal Failure,2024-09-11,1465,Private
PART_00167,Actuator,Global Wings,FN_3088,65.71,121.1,8.05,43784,True,Fuel Leakage,2024-04-15,6084,Short-Haul
PART_00334,Oil Pump,FlySwift,FN_7505,81.59,97.54,9.52,3980,True,Valve Stuck,2024-08-12,5152,Cargo
PART_00490,Control Valve,FlySwift,FN_4850,109.22,252.05,9.74,7023,True,Oil Leakage,2024-10-03,7342,Private
PART_00318,Fuel Line,FlySwift,FN_2572,52.61,86.87,9.15,14133,False,None,2024-01-15,4136,Commercial
PART_00171,Oil Pump,Global Wings,FN_3062,109.71,210.07,6.28,26540,True,Seal Failure,2024-01-13,7806,Commercial
PART_00333,Turbine Blade,AirJet Airways,FN_1470,81.13,196.89,6.93,41878,False,Valve Stuck,2024-05-17,6101,Cargo
PART_00317,Fuel Injector,Global Wings,FN_1009,74.75,282.23,9.56,16878,True,Pressure Loss,2024-03-08,5242,Cargo
PART_00365,Fuel Line,Global Wings,FN_1265,55.59,39.82,4.68,28654,False,Seal Failure,2024-08-01,7635,Commercial
PART_00127,Fuel Line,Sky High Airlines,FN_7883,56.97,194.96,5.27,39117,False,Oil Leakage,2024-02-18,4442,Private
PART_00321,Navigation Module,Global Wings,FN_2622,77.75,189.8,9.67,45888,False,Valve Stuck,2024-12-10,6541,Cargo
PART_00026,Turbine Blade,Sky High Airlines,FN_2092,110.7,254.79,8.04,47829,True,Turbine Overheat,2024-10-02,4455,Private
PART_00405,Actuator,FlySwift,FN_4612,66.28,39.93,8.01,24694,True,Turbine Overheat,2024-09-18,2221,Commercial
PART_00429,Control Valve,FlySwift,FN_3692,72.63,256.57,6.99,46469,False,Turbine Overheat,2024-11-26,5244,Short-Haul
PART_00419,Fuel Line,FlySwift,FN_5786,100.79,28.42,2.3,22268,False,Valve Stuck,2024-03-02,7470,Commercial
PART_00421,Fuel Line,AirJet Airways,FN_8897,89.81,257.55,9.16,12143,False,Seal Failure,2024-09-14,1541,Private
PART_00217,Actuator,FlySwift,FN_9943,83.89,277.39,7.41,16448,True,Turbine Overheat,2024-07-01,4790,Cargo
PART_00263,Hydraulic Pump,Sky High Airlines,FN_1469,73.25,228.75,0.46,47187,True,Seal Failure,2024-11-20,3209,Commercial
PART_00138,Wheel Brake Assembly,Sky High Airlines,FN_1135,46.77,199.69,8.55,5673,False,None,2024-05-21,8399,Commercial
PART_00056,Oil Pump,Global Wings,FN_8141,117.78,226.5,3.86,43161,False,Valve Stuck,2024-02-09,9133,Long-Haul
PART_00446,Oil Pump,Global Wings,FN_6140,71.41,74.56,4.96,22023,True,Oil Leakage,2024-05-14,8023,Private
PART_00166,Navigation Module,AirJet Airways,FN_7596,44.81,291.23,4.78,15962,True,Seal Failure,2024-02-06,246,Commercial
PART_00103,Fuel Line,Sky High Airlines,FN_8588,61.84,277.56,5.38,20205,True,None,2024-09-16,1592,Short-Haul
PART_00077,Control Valve,Sky High Airlines,FN_9591,66.74,166.49,4.83,39401,True,Seal Failure,2024-10-21,7383,Commercial
PART_00093,Wheel Brake Assembly,Cloud Nine Aviation,FN_7349,45.91,69.12,2.57,18433,True,Pressure Loss,2024-12-11,2480,Short-Haul
PART_00240,Navigation Module,AirJet Airways,FN_1296,59.15,269.99,7.85,17252,True,Valve Stuck,2024-02-11,1268,Private
PART_00469,Fuel Line,Sky High Airlines,FN_7140,100.27,255.94,4.69,4141,True,Oil Leakage,2024-08-11,8721,Cargo
PART_00126,Fuel Injector,Global Wings,FN_9679,115.26,166.21,2.54,19856,True,Pressure Loss,2024-08-02,5620,Cargo
PART_00488,Fuel Injector,AirJet Airways,FN_1812,65.54,34.03,5.14,14555,True,Fuel Leakage,2024-07-25,8887,Private
PART_00143,Fuel Line,Global Wings,FN_8610,102.93,64.68,0.65,29455,False,Valve Stuck,2024-10-01,8070,Short-Haul
PART_00280,Control Valve,AirJet Airways,FN_1540,41.67,276.07,9.96,42891,False,Valve Stuck,2024-07-17,6593,Commercial
PART_00065,Control Valve,Cloud Nine Aviation,FN_3077,51.69,240.86,2.94,23642,False,Oil Leakage,2024-03-20,2166,Short-Haul
PART_00439,Communication Module,Sky High Airlines,FN_1062,62.19,86.69,0.27,35682,True,Turbine Overheat,2024-12-13,4791,Cargo
PART_00167,Actuator,Global Wings,FN_5857,70.56,208.65,2.04,1545,False,None,2024-09-27,630,Commercial
PART_00141,Fuel Line,Sky High Airlines,FN_3251,89.6,247.8,7.87,30787,True,Fuel Leakage,2024-12-08,4074,Cargo
PART_00124,Fuel Line,FlySwift,FN_4235,45.41,166.51,7.86,4032,False,Fuel Leakage,2024-12-03,6453,Private
PART_00228,Control Valve,AirJet Airways,FN_5203,103.45,141.85,9.12,40782,True,Turbine Overheat,2024-07-06,5963,Cargo
PART_00112,Hydraulic Pump,AirJet Airways,FN_1978,47.22,236.29,2.89,40399,True,Pressure Loss,2024-09-23,3735,Short-Haul
PART_00246,Communication Module,FlySwift,FN_6147,41.99,130.11,2.55,29960,False,Fuel Leakage,2024-09-19,4734,Private
PART_00377,Navigation Module,FlySwift,FN_8022,98.74,103.77,9.93,21564,False,Valve Stuck,2024-07-12,2667,Cargo
PART_00220,Fuel Line,Sky High Airlines,FN_2641,110.92,260.79,5.66,28559,False,Pressure Loss,2024-06-08,6796,Cargo
PART_00132,Control Valve,Cloud Nine Aviation,FN_2482,116.96,218.49,6.87,32155,True,Oil Leakage,2024-11-12,7174,Long-Haul
PART_00334,Navigation Module,Cloud Nine Aviation,FN_4686,52.25,30.83,1.02,5557,False,Fuel Leakage,2024-03-18,3869,Private
PART_00029,Control Valve,Cloud Nine Aviation,FN_5484,116.33,203.58,4.96,3087,False,Valve Stuck,2024-09-05,9749,Private
PART_00097,Oil Pump,Global Wings,FN_9290,40.63,149.02,1.32,36235,False,Seal Failure,2024-01-24,9585,Private
PART_00199,Turbine Blade,Cloud Nine Aviation,FN_7229,72.45,80.3,0.94,34586,False,Seal Failure,2024-05-24,9140,Short-Haul
PART_00498,Fuel Injector,AirJet Airways,FN_6999,108.21,54.52,7.71,16489,False,Turbine Overheat,2024-07-16,6993,Private
PART_00257,Communication Module,Sky High Airlines,FN_5925,83.32,162.33,2.12,21259,False,Pressure Loss,2024-03-01,8750,Cargo
PART_00360,Communication Module,Sky High Airlines,FN_1791,63.98,23.46,5.65,6841,True,Oil Leakage,2024-12-19,3620,Long-Haul
PART_00262,Hydraulic Pump,Cloud Nine Aviation,FN_3393,92.85,179.45,0.45,16788,False,Seal Failure,2024-09-23,8649,Long-Haul
PART_00182,Oil Pump,AirJet Airways,FN_1732,45.96,177.77,3.1,27919,True,Pressure Loss,2024-01-27,1116,Private
PART_00263,Hydraulic Pump,Cloud Nine Aviation,FN_2869,76.2,260.09,0.36,33455,False,None,2024-01-19,112,Cargo
PART_00176,Oil Pump,Sky High Airlines,FN_3561,119.49,221.95,4.08,33973,True,Pressure Loss,2024-10-08,1534,Commercial
PART_00332,Communication Module,Cloud Nine Aviation,FN_5149,80.0,77.28,7.79,42554,True,Valve Stuck,2024-06-24,1439,Private
PART_00097,Fuel Line,Sky High Airlines,FN_3300,116.31,38.41,7.6,7605,False,Seal Failure,2024-12-16,3581,Long-Haul
PART_00084,Turbine Blade,Sky High Airlines,FN_2440,83.39,268.08,1.56,16809,False,None,2024-04-19,5961,Short-Haul
PART_00384,Navigation Module,Cloud Nine Aviation,FN_9840,113.31,228.68,8.88,42167,False,None,2024-03-05,2723,Short-Haul
PART_00297,Wheel Brake Assembly,Sky High Airlines,FN_2167,61.27,24.39,7.69,38121,True,None,2024-10-11,4760,Long-Haul
PART_00069,Hydraulic Pump,AirJet Airways,FN_1402,56.77,178.14,3.25,16917,True,Fuel Leakage,2024-06-26,6660,Commercial
PART_00468,Navigation Module,Cloud Nine Aviation,FN_3209,93.0,131.25,4.78,6572,True,Seal Failure,2024-10-10,9486,Cargo
PART_00036,Turbine Blade,AirJet Airways,FN_2148,116.85,183.37,8.57,9249,True,Seal Failure,2024-09-02,874,Private
PART_00316,Communication Module,FlySwift,FN_9085,44.13,35.88,9.01,10599,True,Fuel Leakage,2024-04-09,1605,Long-Haul
PART_00007,Hydraulic Pump,AirJet Airways,FN_8139,53.72,255.5,7.67,22494,False,None,2024-10-25,7341,Commercial
PART_00230,Fuel Line,FlySwift,FN_5260,101.22,55.12,8.8,22740,True,Turbine Overheat,2024-04-14,3367,Commercial
PART_00304,Control Valve,Sky High Airlines,FN_4705,98.84,200.26,5.65,38970,True,None,2024-03-04,4016,Private
PART_00390,Turbine Blade,Global Wings,FN_4536,112.57,113.57,6.65,18693,False,Oil Leakage,2024-09-18,8769,Short-Haul
PART_00368,Actuator,Global Wings,FN_9380,63.55,148.14,6.94,7981,False,Pressure Loss,2024-06-20,2588,Commercial
PART_00157,Turbine Blade,FlySwift,FN_6762,55.92,205.96,7.59,38708,True,None,2024-09-11,9014,Long-Haul
PART_00436,Hydraulic Pump,FlySwift,FN_1383,87.98,126.31,3.45,28579,True,Turbine Overheat,2024-06-25,793,Short-Haul
PART_00213,Oil Pump,Cloud Nine Aviation,FN_1839,77.75,247.29,1.04,11588,False,Valve Stuck,2024-02-21,5631,Cargo
PART_00091,Wheel Brake Assembly,AirJet Airways,FN_6631,44.97,22.35,4.36,49886,False,Oil Leakage,2024-10-20,4035,Short-Haul
PART_00366,Navigation Module,FlySwift,FN_1619,91.46,243.32,7.17,6292,True,Oil Leakage,2024-11-13,7731,Cargo
PART_00406,Actuator,Global Wings,FN_2404,54.95,184.01,1.33,43105,False,Seal Failure,2024-10-03,3498,Long-Haul
PART_00131,Fuel Line,AirJet Airways,FN_1612,85.84,150.8,7.11,41808,False,Oil Leakage,2024-04-16,9361,Cargo
PART_00079,Hydraulic Pump,AirJet Airways,FN_5758,90.52,113.95,9.19,40229,True,None,2024-09-15,7843,Long-Haul
PART_00374,Navigation Module,Global Wings,FN_5420,94.98,167.64,8.55,34291,False,Seal Failure,2024-11-16,8967,Short-Haul
PART_00196,Actuator,AirJet Airways,FN_6082,96.57,177.24,5.72,46573,True,None,2024-02-11,7488,Commercial
PART_00459,Actuator,AirJet Airways,FN_8665,96.46,247.31,2.99,21419,False,Valve Stuck,2024-11-06,8081,Long-Haul
PART_00459,Fuel Injector,AirJet Airways,FN_3941,107.98,288.14,4.95,21579,True,None,2024-10-12,4824,Commercial
PART_00345,Fuel Injector,Cloud Nine Aviation,FN_5773,89.81,153.33,4.34,23808,True,Seal Failure,2024-08-14,1002,Short-Haul
PART_00391,Actuator,Cloud Nine Aviation,FN_7303,89.66,15.22,6.88,13525,False,Fuel Leakage,2024-07-20,2264,Cargo
PART_00409,Communication Module,Sky High Airlines,FN_5191,61.96,20.73,1.09,26349,False,Oil Leakage,2024-05-01,1187,Long-Haul
PART_00065,Hydraulic Pump,Cloud Nine Aviation,FN_3769,61.47,81.63,7.74,28350,True,Turbine Overheat,2024-10-11,804,Private
PART_00001,Navigation Module,Global Wings,FN_9337,66.11,100.74,4.21,48593,False,Fuel Leakage,2024-05-13,5267,Cargo
PART_00122,Wheel Brake Assembly,Cloud Nine Aviation,FN_1935,59.71,239.81,7.09,42443,True,Valve Stuck,2024-09-03,6430,Short-Haul
PART_00467,Oil Pump,Global Wings,FN_6192,101.52,159.52,6.88,47624,True,Seal Failure,2024-08-05,3708,Commercial
PART_00224,Actuator,Sky High Airlines,FN_8543,73.18,52.21,4.37,11324,False,Pressure Loss,2024-11-13,6327,Commercial
PART_00056,Navigation Module,Global Wings,FN_5428,68.42,183.74,0.75,28951,False,Valve Stuck,2024-03-28,9898,Cargo
PART_00107,Fuel Injector,FlySwift,FN_9168,48.11,100.98,5.56,37111,True,Pressure Loss,2024-04-14,1765,Private
PART_00394,Fuel Injector,Sky High Airlines,FN_7988,86.95,212.2,6.44,15281,True,Oil Leakage,2024-09-25,1668,Long-Haul
PART_00473,Turbine Blade,Cloud Nine Aviation,FN_7681,83.77,150.24,4.53,47552,True,Fuel Leakage,2024-04-06,943,Short-Haul
PART_00480,Fuel Injector,Sky High Airlines,FN_6513,77.96,165.56,7.13,3037,True,Oil Leakage,2024-07-25,5241,Commercial
PART_00419,Navigation Module,FlySwift,FN_2915,71.67,49.52,2.77,31741,True,Fuel Leakage,2024-03-17,6122,Short-Haul
PART_00403,Turbine Blade,Global Wings,FN_3113,79.34,45.97,9.25,28865,False,Seal Failure,2024-02-27,753,Long-Haul
PART_00003,Control Valve,Global Wings,FN_9097,70.98,221.18,0.1,19029,False,Turbine Overheat,2024-07-25,7533,Cargo
PART_00498,Fuel Line,Cloud Nine Aviation,FN_9163,115.44,114.54,9.11,44676,True,Fuel Leakage,2024-03-04,6688,Commercial
PART_00055,Actuator,Cloud Nine Aviation,FN_5917,113.48,135.72,6.31,7635,False,Seal Failure,2024-03-07,4555,Private
PART_00390,Hydraulic Pump,Sky High Airlines,FN_3853,63.45,98.35,8.84,19107,False,Seal Failure,2024-08-14,1553,Commercial
PART_00340,Fuel Injector,Sky High Airlines,FN_6611,40.74,65.69,9.99,34753,True,Oil Leakage,2024-04-28,9011,Private
PART_00352,Fuel Injector,Sky High Airlines,FN_3831,64.28,127.76,5.68,26028,True,Pressure Loss,2024-04-12,5794,Long-Haul
PART_00050,Communication Module,Sky High Airlines,FN_9373,46.47,65.98,8.67,25142,False,Valve Stuck,2024-12-14,5828,Commercial
PART_00381,Hydraulic Pump,Global Wings,FN_3592,102.78,62.41,5.67,28512,True,Seal Failure,2024-07-12,3662,Cargo
PART_00199,Control Valve,FlySwift,FN_2153,73.17,281.52,6.34,48813,True,Seal Failure,2024-02-14,7983,Long-Haul
PART_00193,Fuel Injector,AirJet Airways,FN_7205,74.92,259.87,1.03,13792,False,Turbine Overheat,2024-01-25,4752,Private
PART_00460,Fuel Line,Sky High Airlines,FN_5531,41.28,247.85,2.58,43201,False,Fuel Leakage,2024-01-01,6549,Private
PART_00462,Hydraulic Pump,Global Wings,FN_9823,59.56,221.85,9.28,11832,True,None,2024-12-03,9444,Cargo
PART_00061,Hydraulic Pump,Cloud Nine Aviation,FN_2281,44.84,37.6,3.95,25163,False,Seal Failure,2024-02-25,2102,Long-Haul
PART_00475,Fuel Line,Cloud Nine Aviation,FN_1071,56.81,184.69,7.26,22669,True,Turbine Overheat,2024-07-05,521,Cargo
PART_00183,Wheel Brake Assembly,FlySwift,FN_7455,103.5,32.51,6.56,37144,False,None,2024-09-25,5551,Long-Haul
PART_00154,Oil Pump,Global Wings,FN_3828,92.0,41.46,3.41,30273,False,Turbine Overheat,2024-02-15,2211,Commercial
PART_00018,Navigation Module,FlySwift,FN_8403,86.3,218.07,9.82,3614,False,Oil Leakage,2024-11-07,9761,Long-Haul
PART_00171,Communication Module,Global Wings,FN_3291,80.38,18.09,0.1,6669,False,None,2024-01-01,5831,Cargo
PART_00474,Wheel Brake Assembly,Sky High Airlines,FN_5920,106.31,235.82,7.98,29841,True,Valve Stuck,2024-08-18,7549,Short-Haul
PART_00209,Fuel Injector,Global Wings,FN_4670,51.8,44.95,9.3,32434,False,Oil Leakage,2024-10-04,2110,Long-Haul
PART_00319,Hydraulic Pump,Global Wings,FN_4396,93.67,249.1,4.76,40044,False,None,2024-09-20,6327,Short-Haul
PART_00324,Navigation Module,Global Wings,FN_1431,45.3,199.04,4.05,14136,True,Fuel Leakage,2024-02-15,3242,Private
PART_00286,Turbine Blade,Cloud Nine Aviation,FN_9585,62.2,42.39,4.03,13060,False,Fuel Leakage,2024-04-27,3107,Long-Haul
PART_00369,Hydraulic Pump,AirJet Airways,FN_5636,62.27,290.01,7.6,1256,False,Pressure Loss,2024-09-10,5273,Private
PART_00022,Wheel Brake Assembly,FlySwift,FN_4111,118.93,249.34,1.1,19074,False,None,2024-09-28,6067,Commercial
PART_00174,Control Valve,AirJet Airways,FN_2980,59.52,299.48,9.18,19744,False,None,2024-01-27,3506,Long-Haul
PART_00262,Navigation Module,AirJet Airways,FN_4122,85.72,54.96,7.38,49639,True,Oil Leakage,2024-11-27,1970,Long-Haul
PART_00295,Navigation Module,AirJet Airways,FN_8698,90.92,291.38,5.11,10838,True,Oil Leakage,2024-08-09,783,Private
PART_00147,Turbine Blade,Cloud Nine Aviation,FN_8859,69.22,36.31,4.21,34423,True,Fuel Leakage,2024-07-01,6151,Commercial
PART_00350,Actuator,Global Wings,FN_8170,73.92,59.71,6.52,39742,True,Valve Stuck,2024-06-17,1386,Commercial
PART_00363,Turbine Blade,FlySwift,FN_5129,41.46,242.8,1.46,9377,True,Turbine Overheat,2024-12-26,8642,Long-Haul
PART_00368,Fuel Injector,Global Wings,FN_2664,63.14,239.46,0.42,40243,True,None,2024-08-03,398,Short-Haul
PART_00144,Fuel Line,Global Wings,FN_9544,80.73,112.5,7.13,43768,True,Seal Failure,2024-05-03,5000,Commercial
PART_00278,Control Valve,FlySwift,FN_6363,75.86,95.32,9.49,5159,False,None,2024-03-03,2341,Short-Haul
PART_00068,Turbine Blade,Sky High Airlines,FN_9869,54.5,90.03,3.29,31914,False,Valve Stuck,2024-07-22,9419,Private
PART_00358,Navigation Module,Cloud Nine Aviation,FN_9784,113.34,263.71,9.19,20153,True,Fuel Leakage,2024-10-18,5432,Commercial
PART_00020,Hydraulic Pump,AirJet Airways,FN_9398,106.38,93.17,5.33,26552,False,Fuel Leakage,2024-11-25,7496,Cargo
PART_00196,Wheel Brake Assembly,Global Wings,FN_5103,64.59,130.3,8.72,42044,False,Pressure Loss,2024-02-26,5762,Commercial
PART_00246,Communication Module,Global Wings,FN_8983,109.61,274.9,1.21,42350,True,None,2024-02-14,9393,Cargo
PART_00451,Control Valve,AirJet Airways,FN_3218,43.5,58.05,0.82,30971,True,Fuel Leakage,2024-07-28,2568,Long-Haul
PART_00258,Turbine Blade,Cloud Nine Aviation,FN_5055,52.12,285.49,7.68,29981,True,None,2024-05-22,6138,Commercial
PART_00496,Control Valve,FlySwift,FN_7837,62.66,89.09,2.35,14631,True,Seal Failure,2024-07-11,6059,Private
PART_00060,Communication Module,FlySwift,FN_9750,42.8,37.53,8.93,25295,True,Pressure Loss,2024-02-18,7542,Private
PART_00023,Navigation Module,FlySwift,FN_7070,113.46,242.77,2.46,19628,False,Valve Stuck,2024-01-04,2602,Cargo
PART_00029,Hydraulic Pump,FlySwift,FN_3753,98.75,210.85,8.41,31699,False,Oil Leakage,2024-06-06,6334,Private
PART_00379,Fuel Injector,FlySwift,FN_5084,97.32,174.54,6.0,9198,True,None,2024-06-19,1961,Commercial
PART_00036,Communication Module,AirJet Airways,FN_2539,58.06,208.94,0.21,19226,True,Fuel Leakage,2024-07-04,6549,Short-Haul
PART_00409,Control Valve,Sky High Airlines,FN_4172,71.37,239.98,3.81,49969,False,Oil Leakage,2024-12-23,6822,Cargo
PART_00026,Wheel Brake Assembly,AirJet Airways,FN_1364,81.46,282.0,9.35,12548,False,Pressure Loss,2024-10-08,2321,Long-Haul
PART_00027,Turbine Blade,FlySwift,FN_6128,119.68,224.85,0.35,44150,True,Oil Leakage,2024-02-20,1854,Long-Haul
PART_00164,Hydraulic Pump,Sky High Airlines,FN_4193,81.57,233.04,4.67,37860,True,Pressure Loss,2024-06-12,1545,Private
PART_00355,Communication Module,Sky High Airlines,FN_8044,80.58,228.26,5.24,39686,True,None,2024-12-16,1321,Long-Haul
PART_00153,Control Valve,AirJet Airways,FN_2621,78.92,154.74,4.06,12848,False,Turbine Overheat,2024-11-22,6691,Cargo
PART_00221,Wheel Brake Assembly,Global Wings,FN_9040,87.85,206.25,9.99,24826,True,Turbine Overheat,2024-01-22,1851,Private
PART_00418,Oil Pump,FlySwift,FN_8336,77.7,290.4,0.16,45684,False,Fuel Leakage,2024-07-17,5622,Long-Haul
PART_00473,Fuel Injector,Cloud Nine Aviation,FN_3187,65.81,142.33,4.94,48291,False,Seal Failure,2024-11-15,8886,Private
PART_00332,Fuel Injector,FlySwift,FN_9033,98.22,113.0,2.98,23602,True,Oil Leakage,2024-06-15,4417,Cargo
PART_00435,Navigation Module,Sky High Airlines,FN_1830,50.2,276.13,8.3,13259,False,Oil Leakage,2024-09-18,5766,Private
PART_00237,Actuator,FlySwift,FN_2234,83.32,161.46,8.43,1137,False,Pressure Loss,2024-12-06,8505,Cargo
